outcome,raw_corr,weighted_corr,education_only_r2,controls_only_r2,controls_plus_education_r2,incremental_education_r2
income_index_2020_2024,0.7369511360515754,0.7613858631640217,0.5682988904941682,0.6059834630792356,0.7382400322547915,0.13225656917555595
mobility_5yr_avg,0.4620508638249312,0.5824909686042384,0.2660044237071939,0.1941690044398563,0.46565565259170516,0.27148664815184886
