county_fips,bea_county_name,state_name,population_2024,income_index_1969_1973,income_index_2020_2024,mobility_5yr_avg,predicted_mobility,residual_mobility,rank_gain,graduate_degree_pct,bachelors_or_higher_pct,management_science_arts_occupation_pct,worked_from_home_pct,broadband_pct,poverty_pct,county_gdp_per_capita,rucc_group,metro_status,engine_label,engine_share,knowledge_command_share,resource_share,manufacturing_share,trade_logistics_share,education_health_share,leisure_amenity_share,government_share,specialization_gap
48409,"San Patricio, TX",Texas,71467.0,72.3424502557865,77.24500340861032,4.902553152823813,0.5074473690856941,4.395105783738119,197.0,5.6,17.2,30.4,6.1,81.9,15.1,57344.84097872524,"Metro, 250k-1M",Metro,Knowledge / command,22.243895421407387,22.243895421407387,4.768388839759837,19.218209859566137,13.99792776477856,2.3384047914224904,3.935713107020001,9.936600603370582,9.385720536826057
01031,"Coffee, AL",Alabama,56358.0,68.88447356498577,77.41819774990202,8.533724184916252,4.1479628322999424,4.38576135261631,252.0,9.3,21.5,31.7,4.1,86.9,17.6,39299.5703564382,"Nonmetro urban, adjacent",Nonmetro,Knowledge / command,30.57383160512024,30.57383160512024,5.868061175644076,17.266906469865038,15.862611363847687,7.561334058826972,3.98839267572845,12.677269549585535,7.434417147124961
37109,"Lincoln, NC",North Carolina,97611.0,76.56533016560591,87.89488382107841,11.329553655472495,6.947135117502179,4.382418537970316,396.0,7.6,27.0,39.8,12.0,90.4,9.0,47810.58887327217,"Metro, 1M+",Metro,Knowledge / command,32.021790389736736,32.021790389736736,2.0330910773884243,24.629661164834925,15.31536126372121,3.192939536052186,3.0918403218314445,9.306923473142636,14.797171842094848
22057,"Lafourche, LA",Louisiana,95342.0,68.68108261396199,82.698363364465,14.017280750503005,9.640355087962181,4.376925662540824,396.0,6.8,20.4,34.1,4.0,85.0,18.0,61902.855073962965,"Metro, <250k",Metro,Trade / logistics,32.466126807820146,22.398829749145843,8.83735348602772,10.85009397666592,32.466126807820146,7.22110116126434,2.2399481867839715,8.14403997710268,21.842512067133935
47165,"Sumner, TN",Tennessee,211721.0,80.61475753964481,96.86578505576536,16.251027516120544,11.914309974737531,4.336717541383013,461.0,10.6,32.6,40.9,14.4,92.1,9.0,54967.17575902629,"Metro, 1M+",Metro,Knowledge / command,39.07772478079994,39.07772478079994,0.1318744408011649,11.591531279694136,15.521497240718192,7.437276189087634,4.923615152309345,7.827249191150758,4.663607474611808
45041,"Florence, SC",South Carolina,138049.0,69.51541151156344,79.23538690084962,9.719975389286176,5.409135381036853,4.310840008249324,295.0,9.0,23.6,36.0,8.4,80.7,18.3,68435.09761103117,"Metro, <250k",Metro,Knowledge / command,32.57713214090846,32.57713214090846,0.4891436009473087,12.354377535662838,20.258822709039208,9.253843106553797,4.884623145423188,14.91101497848237,3.659937985650126
42017,"Bucks, PA",Pennsylvania,650131.0,107.71832993419298,131.708746905331,23.990416971138018,19.70592624167417,4.2844907294638475,71.0,17.9,43.9,49.5,17.3,94.1,6.1,71604.19849750694,"Metro, 1M+",Metro,Knowledge / command,39.45319302588357,39.45319302588357,0.3882357738448125,11.0837859385055,17.752399897490665,11.954605314588372,4.0208248044571775,5.897739750280036,3.27085601049734
32031,"Washoe, NV",Nevada,507280.0,128.98170409669905,115.7830136556681,-13.198690441030948,-17.388964714685766,4.190274273654818,-75.0,13.1,33.2,37.5,11.2,90.3,10.7,84003.74972039774,"Metro, 250k-1M",Metro,Knowledge / command,37.523814482096434,37.523814482096434,0.4055667375527414,7.29591691085794,17.286370073620628,7.433014306348254,8.606347045558561,9.445085281968408,4.932451298615218
44003,"Kent, RI",Rhode Island,172450.0,100.90429945483201,103.58512613319567,2.6808266783636583,-1.4955971599774376,4.176423838341096,39.0,13.0,34.3,44.0,10.6,91.6,7.4,70225.47434049385,"Metro, 1M+",Metro,Knowledge / command,39.19603598458632,39.19603598458632,0.1136305346368594,8.759544469673305,18.98180727710526,13.22785527217577,5.300355917794658,8.421213599234099,4.544105968084738
18105,"Monroe, IN",Indiana,140702.0,75.72977613310498,81.6335892817824,5.903813148677429,1.7661463827159753,4.137666765961454,254.0,25.5,49.1,48.9,14.4,89.9,20.2,63677.51855931112,"Metro, <250k",Metro,Knowledge / command,25.88610207948164,25.88610207948164,0.3051110351040842,14.61371556427889,10.648716407857034,11.276751510550504,5.0897771488000165,24.930157399806507,13.679080406974265
36045,"Jefferson, NY",New York,113140.0,82.20243758415748,81.38800893402022,-0.8144286501372591,-4.907078874278274,4.092650224141015,119.0,10.5,25.7,35.1,7.4,89.4,13.4,68903.17747352105,"Metro, <250k",Metro,Government,45.07614887926081,21.974245867200608,3.2866275595684407,3.608792873960871,9.693247530531147,7.545780862092196,2.916852202840531,45.07614887926081,33.82507188642857
55135,"Waupaca, WI",Wisconsin,51171.0,84.29947593654586,82.50212547855533,-1.7973504579905324,-5.7846402874561695,3.987289829465637,99.0,5.2,20.2,28.7,7.5,85.9,10.1,46416.50230111769,"Nonmetro town, adjacent",Nonmetro,Manufacturing,31.340039214043653,22.024609505117176,2.479699851002591,31.340039214043653,14.108079967926663,6.883680295840638,3.2958147086572085,13.071281397663515,21.507549891303576
04005,"Coconino, AZ",Arizona,145161.0,80.21475895725477,88.64930687538694,8.434547918132168,4.482888576616244,3.9516593415159242,339.0,16.2,39.6,42.1,11.6,83.1,17.7,68629.43246475807,"Metro, <250k",Metro,Knowledge / command,23.322117106635563,23.322117106635563,0.7761508824935419,15.567548667816332,11.400784695060535,10.235897158859157,12.362581527261977,18.38790587073193,7.969379162309787
41033,"Josephine, OR",Oregon,88276.0,82.8357793502025,78.97512074603287,-3.860658604169629,-7.797172328100543,3.936513723930914,40.0,7.4,19.7,34.4,11.2,90.1,15.8,42040.0708535353,"Metro, <250k",Metro,Knowledge / command,34.86124867907152,34.86124867907152,1.605117621561732,8.778991943323728,14.436808590934028,18.44137192580733,4.093954549612762,10.54877490971054,9.7576226217163
42027,"Centre, PA",Pennsylvania,159805.0,75.08825822007756,83.3675222870155,8.279264066937941,4.376423862462642,3.9028402044752992,314.0,24.1,46.5,51.2,13.6,85.5,16.9,67976.87941736638,"Metro, <250k",Metro,Government,35.91337552665722,29.660934757398763,1.1881129147752048,5.03192501743486,8.032392169447725,9.368989195942934,4.093078371750771,35.91337552665722,24.662298533824973
26015,"Barry, MI",Michigan,64025.0,83.4743389638621,83.44490934278986,-0.029429621072239343,-3.907700036660442,3.8782704155882026,147.0,7.7,24.3,33.9,10.0,86.1,8.1,34171.92213648344,"Metro, 1M+",Metro,Manufacturing,30.0062735845438,24.05335785941204,8.414445269367775,30.0062735845438,6.841829806857129,4.075912077758352,2.531894273052653,10.154129015925188,20.17378426180372
37019,"Brunswick, NC",North Carolina,167112.0,65.96212728425216,89.12039515830774,23.158267874055582,19.290093222566686,3.8681746514888964,573.0,12.1,33.2,38.4,12.7,92.7,9.4,53336.742317789554,"Metro, 250k-1M",Metro,Trade / logistics,10.03178920379738,7.273404476474258,0.0526396547115831,0.0,10.03178920379738,5.949456527119198,5.34516467525268,8.071549838146055,4.034494163733724
06115,"Yuba, CA",California,87469.0,92.98639842132384,74.8549635169027,-18.13143490442114,-21.994079193759127,3.862644289337986,-323.0,6.0,17.9,32.3,8.4,91.5,15.3,52203.11992200195,"Metro, <250k",Metro,Government,39.71034553129568,5.261871330241142,2.877712044683716,3.5380301810284975,5.777384414380242,9.703513430180584,2.587658297342801,39.71034553129568,28.459268538463434
37105,"Lee, NC",North Carolina,68537.0,76.71497471722037,77.23881063724943,0.5238359200290574,-3.336641350150767,3.8604772701798242,116.0,6.8,21.6,32.5,5.7,76.0,15.5,58319.07380159529,"Nonmetro urban, adjacent",Nonmetro,Manufacturing,33.472390173295786,24.640845445561908,2.1411405414322817,33.472390173295786,17.200017740952525,5.32597005580656,3.0164312665984094,7.238660633178351,23.63990085055571
37125,"Moore, NC",North Carolina,108417.0,77.03572275793616,97.61213937239708,20.576416614460925,16.78181515736747,3.7946014570934565,542.0,16.5,40.9,42.3,11.4,89.6,10.0,52402.90742901595,"Metro, <250k",Metro,Knowledge / command,35.49736373003732,35.49736373003732,2.257762118292799,4.420300932801843,12.155692626348907,19.698861742866782,8.210951045575904,7.734399240024362,11.01511243877575
51800,"Suffolk (Independent City), VA",Virginia,103105.0,86.8967265807314,92.3469808348962,5.450254254164804,1.7771930893746462,3.673061164790158,240.0,12.5,32.4,42.7,9.3,89.0,9.9,55246.70419503715,"Metro, 1M+",Metro,Government,19.70446391772055,16.149364521675118,0.5721684075290343,8.799553699195497,8.411314684052199,9.170578854522592,3.146287719170572,19.70446391772055,8.453386924888305
48183,"Gregg, TX",Texas,126679.0,87.9179390576615,85.9438690316015,-1.974070026060005,-5.646271099123166,3.672201073063161,103.0,7.1,22.4,33.0,6.0,87.8,17.0,82562.34983181163,"Metro, 250k-1M",Metro,Knowledge / command,27.920976510528423,27.920976510528423,8.198449193511177,11.546844088341077,22.02639919591335,11.549707671882798,3.656596397878285,6.783486921937857,6.796341275195663
53045,"Mason, WA",Washington,69632.0,93.6608941479568,78.44779174886304,-15.213102399093756,-18.85803401428419,3.6449316151904334,-254.0,7.9,22.0,35.6,11.6,90.7,12.6,33877.18014574125,"Nonmetro urban, adjacent",Nonmetro,Knowledge / command,33.006914200045976,33.006914200045976,2.9651930341316155,4.752917532043523,12.368993301423725,4.434526654963313,5.428430197906009,29.011609102577925,17.760532109745682
51760,"Richmond (Independent City), VA",Virginia,233655.0,104.20423557802651,108.27844652128161,4.074210943255096,0.4773929485393449,3.5968179947157513,28.0,18.0,44.1,47.4,16.9,84.9,18.8,144693.3192732705,"Metro, 1M+",Metro,Knowledge / command,45.932437844280315,45.932437844280315,0.0682283161241895,11.36416781123522,8.18758309023625,9.505490268677196,2.890824524900672,17.134254622595176,7.027738027309333
